order_item_id,order_id,product_id,quantity,unit_price,discount_pct
2754,900911,5004,6,125000.00,0.00
2755,900911,5016,6,99000.00,0.00
2756,900911,5005,2,125000.00,0.10
2757,900912,5015,2,15000.00,0.00
2758,900913,5027,1,7500.00,0.10
2759,900913,5010,6,99000.00,0.05
2760,900913,5023,3,45000.00,0.20
2761,900913,5001,3,25000.00,0.15
2762,900913,5005,4,125000.00,0.05
2763,900914,5012,6,20000.00,0.00
2764,900914,5011,5,7500.00,0.05
2765,900914,5007,1,15000.00,0.00
2766,900914,5022,6,15000.00,0.00
2767,900915,5030,5,55000.00,0.00
2768,900916,5016,1,99000.00,0.05
2769,900916,5010,5,99000.00,0.00
2770,900916,5019,5,12500.00,0.10
2771,900916,5011,5,7500.00,0.00
2772,900916,5021,5,45000.00,0.10
2773,900917,5025,6,15000.00,0.00
2774,900918,5003,5,20000.00,0.00
2775,900918,5006,5,10000.00,0.10
2776,900918,5021,6,45000.00,0.10
2777,900919,5001,4,25000.00,0.00
2778,900919,5020,2,150000.00,0.00
2779,900919,5027,2,7500.00,0.00
2780,900920,5021,5,45000.00,0.15
2781,900920,5022,6,15000.00,0.10
2782,900920,5007,2,15000.00,0.00
2783,900920,5025,2,15000.00,0.00
2784,900921,5025,2,15000.00,0.00
2785,900922,5007,2,15000.00,0.00
2786,900922,5010,3,99000.00,0.00
2787,900923,5004,4,125000.00,0.10
2788,900923,5027,6,7500.00,0.00
2789,900923,5013,1,30000.00,0.00
2790,900923,5001,4,25000.00,0.00
2791,900924,5017,5,30000.00,0.05
2792,900924,5030,1,55000.00,0.00
2793,900925,5024,2,99000.00,0.00
2794,900925,5011,1,7500.00,0.10
2795,900925,5014,3,75000.00,0.00
2796,900926,5026,1,10000.00,0.00
2797,900926,5014,3,75000.00,0.10
2798,900926,5013,4,30000.00,0.15
2799,900926,5028,6,55000.00,0.00
2800,900927,5001,3,25000.00,0.00
2801,900927,5009,2,15000.00,0.00
2802,900927,5024,1,99000.00,0.00
2803,900927,5021,2,45000.00,0.00
2804,900928,5028,6,55000.00,0.00
2805,900928,5024,5,99000.00,0.00
2806,900929,5024,6,99000.00,0.00
2807,900929,5026,1,10000.00,0.10
2808,900930,5030,5,55000.00,0.00
2809,900930,5027,1,7500.00,0.00
2810,900930,5009,4,15000.00,0.00
2811,900931,5025,2,15000.00,0.00
2812,900931,5020,1,150000.00,0.00
2813,900931,5024,2,99000.00,0.00
2814,900931,5017,1,30000.00,0.00
2815,900932,5028,6,55000.00,0.00
2816,900932,5020,4,150000.00,0.00
2817,900933,5020,1,150000.00,0.00
2818,900933,5022,6,15000.00,0.10
2819,900933,5023,5,45000.00,0.00
2820,900934,5024,1,99000.00,0.05
2821,900935,5009,6,15000.00,0.05
2822,900935,5006,3,10000.00,0.05
2823,900936,5029,4,99000.00,0.00
2824,900936,5009,2,15000.00,0.05
2825,900936,5025,1,15000.00,0.05
2826,900936,5005,4,125000.00,0.05
2827,900936,5011,2,7500.00,0.20
2828,900937,5013,1,30000.00,0.05
2829,900937,5011,4,7500.00,0.10
2830,900938,5015,3,15000.00,0.00
2831,900938,5020,1,150000.00,0.05
2832,900939,5009,4,15000.00,0.10
2833,900939,5011,4,7500.00,0.05
2834,900940,5026,3,10000.00,0.00
2835,900941,5027,3,7500.00,0.00
2836,900941,5004,3,125000.00,0.00
2837,900941,5018,4,12500.00,0.05
2838,900941,5023,1,45000.00,0.20
2839,900942,5005,6,125000.00,0.00
2840,900942,5027,1,7500.00,0.00
2841,900943,5028,3,55000.00,0.00
2842,900943,5017,6,30000.00,0.15
2843,900943,5002,5,150000.00,0.00
2844,900943,5026,2,10000.00,0.00
2845,900943,5018,2,12500.00,0.05
2846,900944,5020,1,150000.00,0.20
2847,900944,5014,4,75000.00,0.00
2848,900944,5028,5,55000.00,0.20
2849,900944,5007,4,15000.00,0.00
2850,900944,5009,2,15000.00,0.05
2851,900945,5007,5,15000.00,0.05
2852,900945,5030,1,55000.00,0.00
2853,900945,5024,4,99000.00,0.00
2854,900946,5021,4,45000.00,0.05
2855,900946,5014,2,75000.00,0.10
2856,900947,5024,6,99000.00,0.05
2857,900948,5025,6,15000.00,0.00
2858,900948,5011,3,7500.00,0.00
2859,900948,5001,6,25000.00,0.05
2860,900949,5024,6,99000.00,0.00
2861,900949,5020,3,150000.00,0.15
2862,900949,5015,1,15000.00,0.00
2863,900949,5005,3,125000.00,0.00
2864,900949,5003,4,20000.00,0.00
2865,900950,5008,1,5000.00,0.20
2866,900950,5017,5,30000.00,0.20
2867,900950,5004,3,125000.00,0.00
2868,900951,5002,3,150000.00,0.10
2869,900951,5021,6,45000.00,0.00
2870,900951,5004,3,125000.00,0.05
2871,900951,5028,3,55000.00,0.00
2872,900952,5023,4,45000.00,0.00
2873,900953,5025,6,15000.00,0.00
2874,900954,5028,5,55000.00,0.00
2875,900954,5030,6,55000.00,0.20
2876,900954,5022,5,15000.00,0.00
2877,900954,5013,2,30000.00,0.00
2878,900954,5002,6,150000.00,0.05
2879,900955,5021,4,45000.00,0.05
2880,900955,5026,5,10000.00,0.00
2881,900955,5015,4,15000.00,0.10
2882,900956,5019,1,12500.00,0.05
2883,900956,5006,3,10000.00,0.00
2884,900957,5012,3,20000.00,0.00
2885,900957,5027,2,7500.00,0.00
2886,900957,5022,1,15000.00,0.00
2887,900958,5025,6,15000.00,0.00
2888,900958,5028,3,55000.00,0.10
2889,900958,5018,2,12500.00,0.10
2890,900958,5021,1,45000.00,0.00
2891,900958,5011,5,7500.00,0.00
2892,900959,5030,6,55000.00,0.00
2893,900960,5007,4,15000.00,0.00
2894,900960,5009,4,15000.00,0.10
2895,900960,5028,2,55000.00,0.20
2896,900960,5023,3,45000.00,0.00
2897,900961,5025,4,15000.00,0.05
2898,900961,5018,1,12500.00,0.00
2899,900961,5006,1,10000.00,0.05
2900,900962,5023,5,45000.00,0.00
2901,900962,5011,2,7500.00,0.15
2902,900963,5011,2,7500.00,0.00
2903,900964,5016,2,99000.00,0.10
2904,900965,5001,2,25000.00,0.20
2905,900965,5010,5,99000.00,0.00
2906,900966,5014,5,75000.00,0.05
2907,900966,5006,6,10000.00,0.05
2908,900967,5014,2,75000.00,0.00
2909,900967,5012,3,20000.00,0.00
2910,900967,5029,6,99000.00,0.00
2911,900968,5005,6,125000.00,0.00
2912,900968,5004,3,125000.00,0.00
2913,900968,5030,5,55000.00,0.00
2914,900968,5026,3,10000.00,0.05
2915,900968,5017,6,30000.00,0.20
2916,900969,5015,5,15000.00,0.00
2917,900970,5015,3,15000.00,0.00
2918,900970,5018,6,12500.00,0.00
2919,900970,5021,6,45000.00,0.00
2920,900970,5002,6,150000.00,0.00
2921,900970,5029,3,99000.00,0.15
2922,900971,5013,6,30000.00,0.00
2923,900971,5007,5,15000.00,0.05
2924,900972,5005,5,125000.00,0.00
2925,900972,5025,1,15000.00,0.20
2926,900972,5018,1,12500.00,0.05
2927,900972,5022,3,15000.00,0.05
2928,900973,5024,5,99000.00,0.10
2929,900973,5006,2,10000.00,0.10
2930,900973,5007,1,15000.00,0.05
2931,900973,5008,4,5000.00,0.05
2932,900974,5026,4,10000.00,0.00
2933,900974,5014,3,75000.00,0.00
2934,900974,5013,3,30000.00,0.00
2935,900974,5023,6,45000.00,0.00
2936,900975,5007,6,15000.00,0.00
2937,900975,5008,4,5000.00,0.10
2938,900975,5012,5,20000.00,0.00
2939,900975,5021,5,45000.00,0.00
2940,900976,5001,1,25000.00,0.00
2941,900976,5017,4,30000.00,0.00
2942,900977,5006,2,10000.00,0.05
2943,900978,5028,6,55000.00,0.15
2944,900979,5017,4,30000.00,0.00
2945,900979,5005,1,125000.00,0.15
2946,900980,5012,6,20000.00,0.00
2947,900981,5005,6,125000.00,0.00
2948,900981,5020,4,150000.00,0.10
2949,900981,5030,1,55000.00,0.05
2950,900981,5011,1,7500.00,0.00
2951,900981,5015,3,15000.00,0.00
2952,900982,5012,1,20000.00,0.15
2953,900983,5028,5,55000.00,0.00
2954,900984,5017,2,30000.00,0.00
2955,900984,5013,2,30000.00,0.00
2956,900984,5025,2,15000.00,0.00
2957,900984,5018,6,12500.00,0.00
2958,900984,5021,4,45000.00,0.00
2959,900985,5016,3,99000.00,0.10
2960,900985,5020,6,150000.00,0.00
2961,900985,5013,1,30000.00,0.00
2962,900985,5010,1,99000.00,0.00
2963,900985,5026,5,10000.00,0.05
2964,900986,5018,1,12500.00,0.00
2965,900987,5027,6,7500.00,0.10
2966,900988,5022,2,15000.00,0.00
2967,900988,5023,2,45000.00,0.10
2968,900988,5002,6,150000.00,0.00
2969,900989,5001,6,25000.00,0.00
2970,900989,5002,3,150000.00,0.00
2971,900989,5030,2,55000.00,0.05
2972,900989,5013,3,30000.00,0.20
2973,900989,5007,4,15000.00,0.10
2974,900990,5020,5,150000.00,0.05
2975,900990,5008,4,5000.00,0.05
2976,900991,5014,4,75000.00,0.10
2977,900991,5023,4,45000.00,0.00
2978,900991,5001,2,25000.00,0.10
2979,900992,5023,4,45000.00,0.00
2980,900993,5006,4,10000.00,0.00
2981,900994,5010,3,99000.00,0.00
2982,900994,5018,1,12500.00,0.00
2983,900994,5028,2,55000.00,0.20
2984,900994,5019,5,12500.00,0.10
2985,900995,5004,4,125000.00,0.00
2986,900995,5008,6,5000.00,0.10
2987,900995,5002,2,150000.00,0.00
2988,900995,5027,3,7500.00,0.00
2989,900996,5025,6,15000.00,0.00
2990,900996,5007,5,15000.00,0.00
2991,900997,5007,4,15000.00,0.00
2992,900997,5029,3,99000.00,0.00
2993,900997,5021,2,45000.00,0.00
2994,900997,5002,2,150000.00,0.00
2995,900998,5020,3,150000.00,0.05
2996,900998,5017,2,30000.00,0.00
2997,900999,5017,6,30000.00,0.00
2998,900999,5018,3,12500.00,0.00
2999,900999,5001,2,25000.00,0.15
3000,900999,5020,6,150000.00,0.00
3001,901000,5004,1,125000.00,0.05
3002,901000,5028,1,55000.00,0.00
3003,901000,5008,4,5000.00,0.15
3004,901000,5025,6,15000.00,0.00
3005,901000,5021,6,45000.00,0.05
3006,901001,5009,2,15000.00,0.00
3007,901001,5012,3,20000.00,0.00
3008,901001,5021,3,45000.00,0.05
3009,901001,5015,2,15000.00,0.20
3010,901001,5016,4,99000.00,0.20
3011,901002,5026,4,10000.00,0.00
3012,901002,5010,5,99000.00,0.10
3013,901002,5005,4,125000.00,0.00
3014,901002,5002,6,150000.00,0.00
3015,901003,5015,3,15000.00,0.05
3016,901003,5013,2,30000.00,0.05
3017,901003,5012,2,20000.00,0.00
3018,901003,5011,6,7500.00,0.00
3019,901004,5018,4,12500.00,0.00
3020,901004,5028,3,55000.00,0.00
3021,901004,5025,2,15000.00,0.00
3022,901004,5026,5,10000.00,0.05
3023,901005,5007,5,15000.00,0.10
3024,901005,5011,6,7500.00,0.00
3025,901006,5013,6,30000.00,0.00
3026,901006,5019,6,12500.00,0.05
3027,901007,5005,3,125000.00,0.00
3028,901007,5014,6,75000.00,0.00
3029,901008,5024,1,99000.00,0.10
3030,901008,5021,1,45000.00,0.00
3031,901008,5029,1,99000.00,0.00
3032,901008,5002,1,150000.00,0.00
3033,901008,5022,3,15000.00,0.00
3034,901009,5030,4,55000.00,0.00
3035,901009,5011,6,7500.00,0.00
3036,901009,5019,3,12500.00,0.00
3037,901009,5029,5,99000.00,0.00
3038,901009,5027,2,7500.00,0.00
3039,901010,5018,6,12500.00,0.10
3040,901010,5021,2,45000.00,0.20
3041,901010,5016,6,99000.00,0.15
3042,901010,5023,4,45000.00,0.00
3043,901010,5009,1,15000.00,0.00
3044,901011,5019,6,12500.00,0.20
3045,901012,5015,1,15000.00,0.20
3046,901012,5029,6,99000.00,0.05
3047,901013,5005,3,125000.00,0.05
3048,901013,5020,2,150000.00,0.00
3049,901014,5023,3,45000.00,0.05
3050,901014,5026,4,10000.00,0.00
3051,901014,5003,5,20000.00,0.00
3052,901015,5017,1,30000.00,0.00
3053,901015,5029,2,99000.00,0.00
3054,901015,5030,2,55000.00,0.05
3055,901016,5024,4,99000.00,0.05
3056,901016,5025,3,15000.00,0.05
3057,901016,5022,2,15000.00,0.10
3058,901017,5010,4,99000.00,0.00
3059,901018,5011,4,7500.00,0.00
3060,901018,5012,3,20000.00,0.00
3061,901018,5026,3,10000.00,0.05
3062,901018,5017,5,30000.00,0.00
3063,901019,5028,1,55000.00,0.00
3064,901019,5017,2,30000.00,0.10
3065,901019,5029,1,99000.00,0.00
3066,901020,5025,1,15000.00,0.00
3067,901020,5003,1,20000.00,0.05
3068,901021,5021,6,45000.00,0.00
3069,901021,5028,1,55000.00,0.00
3070,901021,5015,2,15000.00,0.00
3071,901021,5011,6,7500.00,0.15
3072,901021,5026,2,10000.00,0.00
3073,901022,5002,1,150000.00,0.00
3074,901022,5023,6,45000.00,0.00
3075,901023,5023,6,45000.00,0.05
3076,901023,5006,1,10000.00,0.00
3077,901023,5016,5,99000.00,0.00
3078,901023,5010,2,99000.00,0.20
3079,901023,5024,3,99000.00,0.00
3080,901024,5007,2,15000.00,0.10
3081,901025,5020,6,150000.00,0.00
3082,901025,5014,4,75000.00,0.00
3083,901025,5017,3,30000.00,0.05
3084,901026,5025,1,15000.00,0.00
3085,901026,5006,3,10000.00,0.15
3086,901026,5003,1,20000.00,0.05
3087,901027,5024,6,99000.00,0.00
3088,901028,5019,3,12500.00,0.05
3089,901029,5016,4,99000.00,0.00
3090,901029,5010,6,99000.00,0.00
3091,901029,5025,5,15000.00,0.00
3092,901030,5030,4,55000.00,0.00
3093,901030,5026,4,10000.00,0.00
3094,901030,5028,2,55000.00,0.05
3095,901031,5028,3,55000.00,0.00
3096,901031,5021,6,45000.00,0.15
3097,901031,5005,2,125000.00,0.05
3098,901031,5013,2,30000.00,0.00
3099,901032,5007,4,15000.00,0.00
3100,901032,5001,5,25000.00,0.00
3101,901032,5016,2,99000.00,0.00
3102,901033,5022,1,15000.00,0.20
3103,901033,5002,6,150000.00,0.00
3104,901033,5012,3,20000.00,0.00
3105,901033,5004,5,125000.00,0.15
3106,901034,5021,6,45000.00,0.00
3107,901034,5006,5,10000.00,0.00
3108,901034,5011,1,7500.00,0.05
3109,901035,5012,4,20000.00,0.00
3110,901035,5019,4,12500.00,0.00
3111,901036,5021,4,45000.00,0.10
3112,901036,5030,5,55000.00,0.00
3113,901036,5029,3,99000.00,0.05
3114,901037,5023,5,45000.00,0.00
3115,901037,5019,2,12500.00,0.00
3116,901038,5013,2,30000.00,0.05
3117,901039,5003,2,20000.00,0.10
3118,901039,5015,3,15000.00,0.05
3119,901039,5013,3,30000.00,0.10
3120,901040,5012,4,20000.00,0.05
3121,901040,5027,3,7500.00,0.20
3122,901040,5020,4,150000.00,0.20
3123,901041,5020,6,150000.00,0.10
3124,901041,5004,5,125000.00,0.10
3125,901041,5010,3,99000.00,0.00
3126,901041,5024,4,99000.00,0.00
3127,901041,5002,1,150000.00,0.00
3128,901042,5003,2,20000.00,0.00
3129,901042,5012,4,20000.00,0.05
3130,901042,5015,5,15000.00,0.00
3131,901042,5025,3,15000.00,0.00
3132,901043,5010,3,99000.00,0.20
3133,901043,5006,1,10000.00,0.00
3134,901043,5019,3,12500.00,0.05
3135,901043,5005,3,125000.00,0.00
3136,901044,5021,3,45000.00,0.05
3137,901044,5011,1,7500.00,0.05
3138,901044,5013,3,30000.00,0.05
3139,901044,5006,5,10000.00,0.00
3140,901045,5005,2,125000.00,0.00
3141,901046,5011,3,7500.00,0.10
3142,901046,5003,4,20000.00,0.00
3143,901046,5014,1,75000.00,0.00
3144,901047,5027,1,7500.00,0.10
3145,901047,5003,3,20000.00,0.00
3146,901047,5007,1,15000.00,0.05
3147,901047,5015,5,15000.00,0.00
3148,901047,5006,6,10000.00,0.10
3149,901048,5005,2,125000.00,0.00
3150,901048,5028,3,55000.00,0.00
3151,901049,5016,6,99000.00,0.05
3152,901049,5001,5,25000.00,0.00
3153,901049,5022,2,15000.00,0.05
3154,901050,5023,3,45000.00,0.00
3155,901050,5003,2,20000.00,0.00
3156,901050,5019,2,12500.00,0.00
3157,901051,5012,2,20000.00,0.10
3158,901051,5017,3,30000.00,0.00
3159,901051,5013,3,30000.00,0.10
3160,901051,5006,4,10000.00,0.00
3161,901051,5027,3,7500.00,0.00
3162,901052,5007,4,15000.00,0.10
3163,901052,5006,6,10000.00,0.15
3164,901052,5004,2,125000.00,0.00
3165,901052,5002,5,150000.00,0.05
3166,901053,5027,6,7500.00,0.05
3167,901053,5010,5,99000.00,0.10
3168,901053,5012,3,20000.00,0.00
3169,901053,5015,1,15000.00,0.00
3170,901053,5002,2,150000.00,0.10
3171,901054,5015,2,15000.00,0.15
3172,901054,5013,4,30000.00,0.05
3173,901054,5020,3,150000.00,0.10
3174,901055,5029,1,99000.00,0.10
3175,901056,5015,5,15000.00,0.20
3176,901056,5013,1,30000.00,0.00
3177,901056,5024,2,99000.00,0.05
3178,901057,5021,1,45000.00,0.10
3179,901057,5001,3,25000.00,0.00
3180,901057,5010,4,99000.00,0.15
3181,901057,5025,2,15000.00,0.00
3182,901058,5001,1,25000.00,0.05
3183,901058,5004,4,125000.00,0.10
3184,901059,5023,5,45000.00,0.00
3185,901060,5022,4,15000.00,0.00
3186,901060,5013,4,30000.00,0.00
3187,901060,5001,1,25000.00,0.05
3188,901060,5002,1,150000.00,0.05
3189,901061,5007,6,15000.00,0.00
3190,901061,5026,2,10000.00,0.00
3191,901061,5009,4,15000.00,0.10
3192,901061,5001,6,25000.00,0.00
3193,901062,5023,6,45000.00,0.00
3194,901062,5028,3,55000.00,0.00
3195,901063,5022,6,15000.00,0.05
3196,901063,5029,2,99000.00,0.00
3197,901063,5012,6,20000.00,0.00
3198,901064,5025,6,15000.00,0.10
3199,901064,5010,4,99000.00,0.05
3200,901064,5005,4,125000.00,0.00
3201,901065,5030,4,55000.00,0.00
3202,901065,5012,5,20000.00,0.10
3203,901065,5021,2,45000.00,0.10
3204,901066,5018,6,12500.00,0.00
3205,901066,5021,5,45000.00,0.00
3206,901066,5027,2,7500.00,0.10
3207,901067,5002,3,150000.00,0.15
3208,901067,5017,6,30000.00,0.15
3209,901067,5004,6,125000.00,0.00
3210,901067,5019,6,12500.00,0.10
3211,901067,5001,4,25000.00,0.00
3212,901068,5022,3,15000.00,0.05
3213,901068,5027,6,7500.00,0.10
3214,901068,5013,1,30000.00,0.00
3215,901068,5008,6,5000.00,0.00
3216,901068,5019,6,12500.00,0.10
3217,901069,5005,3,125000.00,0.00
3218,901069,5030,4,55000.00,0.00
3219,901069,5003,2,20000.00,0.00
3220,901069,5023,1,45000.00,0.20
3221,901070,5007,2,15000.00,0.10
3222,901071,5014,3,75000.00,0.05
3223,901072,5012,5,20000.00,0.05
3224,901072,5007,4,15000.00,0.05
3225,901072,5010,5,99000.00,0.00
3226,901072,5014,4,75000.00,0.20
3227,901073,5028,5,55000.00,0.10
3228,901073,5026,4,10000.00,0.05
3229,901073,5013,5,30000.00,0.10
3230,901073,5025,6,15000.00,0.00
3231,901074,5009,6,15000.00,0.10
3232,901074,5018,6,12500.00,0.15
3233,901074,5003,4,20000.00,0.00
3234,901074,5008,3,5000.00,0.00
3235,901075,5007,1,15000.00,0.05
3236,901075,5020,5,150000.00,0.10
3237,901075,5014,1,75000.00,0.15
3238,901075,5004,4,125000.00,0.00
3239,901076,5026,6,10000.00,0.00
3240,901076,5030,5,55000.00,0.00
3241,901076,5018,5,12500.00,0.00
3242,901076,5021,4,45000.00,0.00
3243,901077,5004,1,125000.00,0.00
3244,901077,5022,4,15000.00,0.00
3245,901077,5005,4,125000.00,0.10
3246,901077,5027,6,7500.00,0.15
3247,901078,5011,6,7500.00,0.05
3248,901078,5028,4,55000.00,0.00
3249,901079,5005,5,125000.00,0.05
3250,901079,5024,4,99000.00,0.00
3251,901080,5021,4,45000.00,0.00
3252,901080,5018,3,12500.00,0.00
3253,901080,5004,6,125000.00,0.00
3254,901081,5013,2,30000.00,0.00
3255,901081,5017,2,30000.00,0.00
3256,901081,5030,2,55000.00,0.05
3257,901081,5008,4,5000.00,0.05
3258,901082,5026,6,10000.00,0.00
3259,901083,5005,2,125000.00,0.05
3260,901083,5010,4,99000.00,0.00
3261,901084,5019,3,12500.00,0.10
3262,901084,5017,2,30000.00,0.00
3263,901084,5001,2,25000.00,0.10
3264,901085,5016,4,99000.00,0.05
3265,901085,5007,6,15000.00,0.00
3266,901085,5004,1,125000.00,0.00
3267,901085,5006,2,10000.00,0.10
3268,901086,5019,2,12500.00,0.00
3269,901087,5014,4,75000.00,0.00
3270,901087,5002,3,150000.00,0.10
3271,901087,5025,1,15000.00,0.00
3272,901088,5027,2,7500.00,0.00
3273,901088,5028,5,55000.00,0.10
3274,901088,5008,6,5000.00,0.10
3275,901088,5024,6,99000.00,0.00
3276,901088,5030,5,55000.00,0.00
3277,901089,5014,1,75000.00,0.05
3278,901090,5009,6,15000.00,0.10
3279,901090,5013,3,30000.00,0.00
3280,901090,5015,5,15000.00,0.05
3281,901091,5025,5,15000.00,0.05
3282,901091,5028,6,55000.00,0.05
3283,901091,5027,6,7500.00,0.10
3284,901091,5023,2,45000.00,0.00
3285,901092,5020,3,150000.00,0.10
3286,901092,5021,5,45000.00,0.00
3287,901092,5003,3,20000.00,0.15
3288,901092,5009,3,15000.00,0.15
3289,901092,5030,5,55000.00,0.00
3290,901093,5009,6,15000.00,0.00
3291,901093,5020,5,150000.00,0.10
3292,901093,5014,2,75000.00,0.10
3293,901093,5022,6,15000.00,0.00
3294,901094,5011,5,7500.00,0.00
3295,901094,5007,6,15000.00,0.05
3296,901094,5026,3,10000.00,0.05
3297,901094,5015,2,15000.00,0.05
3298,901094,5019,6,12500.00,0.10
3299,901095,5013,6,30000.00,0.00
3300,901095,5016,5,99000.00,0.00
3301,901096,5004,5,125000.00,0.20
3302,901096,5013,1,30000.00,0.00
3303,901096,5027,3,7500.00,0.15
3304,901097,5019,4,12500.00,0.05
3305,901097,5014,4,75000.00,0.05
3306,901097,5007,4,15000.00,0.00
3307,901097,5009,3,15000.00,0.00
3308,901097,5002,2,150000.00,0.00
3309,901098,5004,2,125000.00,0.10
3310,901098,5018,6,12500.00,0.05
3311,901098,5009,2,15000.00,0.00
3312,901099,5020,3,150000.00,0.00
3313,901099,5024,2,99000.00,0.00
3314,901099,5009,5,15000.00,0.05
3315,901100,5001,5,25000.00,0.00
3316,901100,5018,2,12500.00,0.00
3317,901101,5001,5,25000.00,0.20
3318,901101,5006,3,10000.00,0.10
3319,901101,5003,1,20000.00,0.00
3320,901101,5019,4,12500.00,0.00
3321,901101,5024,4,99000.00,0.05
3322,901102,5008,6,5000.00,0.00
3323,901103,5008,1,5000.00,0.00
3324,901103,5004,4,125000.00,0.00
3325,901104,5018,3,12500.00,0.00
3326,901105,5001,5,25000.00,0.00
3327,901105,5016,4,99000.00,0.05
3328,901105,5017,3,30000.00,0.00
3329,901106,5026,2,10000.00,0.00
3330,901106,5013,3,30000.00,0.00
3331,901107,5029,5,99000.00,0.00
3332,901107,5016,6,99000.00,0.00
3333,901107,5001,6,25000.00,0.10
3334,901107,5022,4,15000.00,0.05
3335,901107,5030,3,55000.00,0.00
3336,901108,5009,3,15000.00,0.00
3337,901108,5012,2,20000.00,0.00
3338,901108,5008,5,5000.00,0.05
3339,901108,5030,5,55000.00,0.00
3340,901109,5025,2,15000.00,0.00
3341,901110,5009,1,15000.00,0.00
3342,901111,5009,2,15000.00,0.00
3343,901111,5028,2,55000.00,0.00
3344,901111,5030,2,55000.00,0.10
3345,901111,5006,5,10000.00,0.00
3346,901112,5014,1,75000.00,0.10
3347,901112,5029,2,99000.00,0.05
3348,901112,5006,1,10000.00,0.00
3349,901112,5008,1,5000.00,0.00
3350,901113,5025,5,15000.00,0.15
3351,901113,5012,2,20000.00,0.10
3352,901113,5024,3,99000.00,0.10
3353,901113,5006,3,10000.00,0.00
3354,901113,5005,1,125000.00,0.00
3355,901114,5016,2,99000.00,0.10
3356,901115,5015,6,15000.00,0.00
3357,901115,5008,2,5000.00,0.00
3358,901115,5006,5,10000.00,0.10
3359,901116,5017,4,30000.00,0.05
3360,901116,5026,6,10000.00,0.00
3361,901116,5016,5,99000.00,0.00
3362,901116,5022,6,15000.00,0.15
3363,901117,5017,2,30000.00,0.00
3364,901117,5030,4,55000.00,0.00
3365,901117,5014,1,75000.00,0.00
3366,901118,5013,3,30000.00,0.00
3367,901118,5010,1,99000.00,0.00
3368,901118,5012,6,20000.00,0.10
3369,901118,5001,4,25000.00,0.10
3370,901119,5008,2,5000.00,0.15
3371,901119,5005,3,125000.00,0.00
3372,901119,5001,4,25000.00,0.05
3373,901119,5029,3,99000.00,0.10
3374,901120,5029,1,99000.00,0.00
3375,901120,5021,1,45000.00,0.00
3376,901121,5010,4,99000.00,0.00
3377,901121,5012,4,20000.00,0.00
3378,901121,5027,3,7500.00,0.00
3379,901121,5017,5,30000.00,0.00
3380,901121,5018,1,12500.00,0.00
3381,901122,5007,4,15000.00,0.00
3382,901122,5021,5,45000.00,0.00
3383,901122,5017,5,30000.00,0.00
3384,901122,5012,3,20000.00,0.00
3385,901122,5001,5,25000.00,0.05
3386,901123,5022,5,15000.00,0.05
3387,901124,5022,6,15000.00,0.05
3388,901124,5023,3,45000.00,0.00
3389,901124,5015,2,15000.00,0.00
3390,901125,5010,1,99000.00,0.20
3391,901126,5014,5,75000.00,0.00
3392,901126,5018,2,12500.00,0.00
3393,901127,5008,4,5000.00,0.15
3394,901128,5022,4,15000.00,0.10
3395,901129,5018,6,12500.00,0.05
3396,901129,5029,5,99000.00,0.00
3397,901129,5027,6,7500.00,0.10
3398,901129,5024,5,99000.00,0.00
3399,901129,5011,3,7500.00,0.10
3400,901130,5016,3,99000.00,0.00
3401,901130,5009,6,15000.00,0.20
3402,901130,5011,1,7500.00,0.20
3403,901130,5017,3,30000.00,0.10
3404,901131,5029,4,99000.00,0.15
3405,901131,5008,1,5000.00,0.05
3406,901132,5019,2,12500.00,0.00
3407,901132,5011,4,7500.00,0.15
3408,901132,5010,6,99000.00,0.00
3409,901132,5003,3,20000.00,0.15
3410,901133,5016,1,99000.00,0.00
3411,901133,5001,4,25000.00,0.10
3412,901133,5011,4,7500.00,0.15
3413,901133,5012,4,20000.00,0.05
3414,901134,5026,4,10000.00,0.10
3415,901134,5006,1,10000.00,0.00
3416,901134,5011,6,7500.00,0.00
3417,901134,5020,5,150000.00,0.00
3418,901134,5019,1,12500.00,0.15
3419,901135,5001,4,25000.00,0.00
3420,901136,5003,3,20000.00,0.00
3421,901136,5002,5,150000.00,0.00
3422,901136,5006,1,10000.00,0.05
3423,901136,5029,2,99000.00,0.10
3424,901136,5010,4,99000.00,0.10
3425,901137,5027,2,7500.00,0.00
3426,901137,5017,5,30000.00,0.10
3427,901137,5003,2,20000.00,0.05
3428,901137,5020,6,150000.00,0.00
3429,901137,5010,4,99000.00,0.05
3430,901138,5023,4,45000.00,0.00
3431,901138,5016,5,99000.00,0.00
3432,901139,5022,2,15000.00,0.00
3433,901139,5011,6,7500.00,0.00
3434,901139,5007,1,15000.00,0.00
3435,901140,5005,1,125000.00,0.00
3436,901140,5024,3,99000.00,0.05
3437,901141,5030,6,55000.00,0.05
3438,901142,5021,4,45000.00,0.00
3439,901142,5002,1,150000.00,0.00
3440,901142,5012,3,20000.00,0.00
3441,901142,5006,4,10000.00,0.00
3442,901143,5027,6,7500.00,0.20
3443,901143,5011,4,7500.00,0.05
3444,901144,5028,2,55000.00,0.20
3445,901145,5029,2,99000.00,0.00
3446,901146,5002,3,150000.00,0.05
3447,901146,5025,5,15000.00,0.00
3448,901146,5001,1,25000.00,0.00
3449,901146,5021,5,45000.00,0.00
3450,901147,5017,5,30000.00,0.20
3451,901147,5013,5,30000.00,0.15
