order_id,customer_id,store_id,order_date,status,payment_method
901325,1369,11,2025-06-25,Cancelled,QRIS
901326,1417,23,2025-05-28,Completed,Tunai
901327,1094,15,2025-09-30,Pending,Kartu Debit
901328,1398,13,2025-11-07,Completed,E-Wallet
901329,1359,23,2025-09-01,Completed,QRIS
901330,1052,14,2025-06-19,Cancelled,Tunai
901331,1026,17,2025-10-29,Completed,Kartu Kredit
901332,1384,20,2025-05-15,Pending,E-Wallet
901333,1402,12,2025-01-22,Completed,Tunai
901334,1034,13,2025-08-26,Pending,Kartu Kredit
901335,1285,21,2025-05-30,Completed,Kartu Kredit
901336,1224,12,2025-04-18,Cancelled,Tunai
901337,1110,17,2025-01-27,Pending,Kartu Kredit
901338,1462,24,2025-10-07,Completed,E-Wallet
901339,1076,24,2025-02-27,Completed,Kartu Kredit
901340,1301,14,2025-12-05,Pending,QRIS
901341,1156,18,2025-03-12,Completed,QRIS
901342,1032,22,2025-01-14,Completed,Tunai
901343,1342,11,2025-04-03,Completed,Kartu Kredit
901344,1217,18,2025-09-16,Completed,Kartu Kredit
901345,1464,22,2025-02-15,Pending,Kartu Kredit
901346,1461,18,2025-11-25,Completed,E-Wallet
901347,1440,22,2025-12-04,Cancelled,Kartu Kredit
901348,1145,23,2025-11-09,Completed,Kartu Kredit
901349,1073,12,2025-07-02,Pending,E-Wallet
901350,1022,24,2025-08-12,Completed,Kartu Debit
901351,1110,23,2025-02-27,Pending,E-Wallet
901352,1244,21,2025-07-28,Completed,Kartu Debit
901353,1171,22,2025-12-25,Completed,E-Wallet
901354,1333,10,2025-04-09,Cancelled,Kartu Debit
901355,1467,24,2025-02-03,Pending,E-Wallet
901356,1206,17,2025-10-10,Completed,QRIS
901357,1471,16,2025-11-17,Completed,Kartu Debit
901358,1353,24,2025-02-16,Completed,Kartu Debit
901359,1476,16,2025-12-22,Completed,Kartu Debit
901360,1350,21,2025-02-01,Completed,Tunai
901361,1029,16,2025-09-06,Completed,QRIS
901362,1155,22,2025-03-11,Completed,Tunai
901363,1168,22,2025-08-12,Completed,E-Wallet
901364,1443,15,2025-09-08,Completed,Kartu Debit
901365,1190,14,2025-07-27,Completed,E-Wallet
901366,1324,15,2025-11-06,Pending,Kartu Debit
901367,1439,12,2025-03-02,Completed,E-Wallet
901368,1069,22,2025-06-11,Pending,QRIS
901369,1265,20,2025-07-18,Completed,QRIS
901370,1184,17,2025-01-07,Completed,Kartu Kredit
901371,1039,12,2025-02-26,Completed,QRIS
901372,1221,15,2025-12-23,Pending,Kartu Kredit
901373,1258,15,2025-05-10,Completed,Kartu Debit
901374,1131,14,2025-12-01,Completed,Kartu Debit
901375,1147,22,2025-10-03,Pending,Kartu Kredit
901376,1445,23,2025-10-12,Pending,Kartu Kredit
901377,1032,22,2025-02-04,Pending,Kartu Kredit
901378,1198,19,2025-04-28,Completed,Tunai
901379,1036,21,2025-07-22,Completed,Kartu Kredit
901380,1273,13,2025-10-01,Completed,QRIS
901381,1064,12,2025-10-02,Completed,Tunai
901382,1157,15,2025-09-04,Pending,E-Wallet
901383,1494,16,2025-12-30,Completed,E-Wallet
901384,1291,22,2025-02-22,Completed,QRIS
901385,1474,13,2025-03-27,Completed,QRIS
901386,1118,12,2025-01-02,Completed,QRIS
901387,1281,11,2025-06-01,Completed,Kartu Debit
901388,1302,18,2025-01-25,Completed,Kartu Debit
901389,1018,10,2025-04-12,Cancelled,QRIS
901390,1170,10,2025-12-19,Completed,Kartu Kredit
901391,1363,11,2025-12-27,Completed,Kartu Debit
901392,1052,16,2025-11-11,Pending,Kartu Debit
901393,1290,19,2025-07-27,Completed,Kartu Kredit
901394,1249,22,2025-11-11,Completed,Kartu Debit
901395,1186,17,2025-02-09,Pending,Kartu Kredit
901396,1494,20,2025-09-25,Pending,Tunai
901397,1390,24,2025-10-20,Completed,E-Wallet
901398,1262,15,2025-03-02,Completed,Kartu Kredit
901399,1409,23,2025-11-27,Pending,E-Wallet
901400,1309,17,2025-06-21,Pending,Tunai
901401,1452,24,2025-05-16,Cancelled,Kartu Debit
901402,1400,18,2025-03-06,Completed,Tunai
901403,1010,21,2025-01-26,Completed,Kartu Kredit
901404,1109,23,2025-03-11,Completed,Kartu Kredit
901405,1144,10,2025-01-30,Completed,Kartu Kredit
901406,1407,22,2025-07-11,Completed,Kartu Kredit
901407,1329,21,2025-01-31,Completed,QRIS
901408,1381,15,2025-04-27,Completed,QRIS
901409,1259,19,2025-06-09,Pending,Kartu Debit
901410,1110,23,2025-07-31,Completed,E-Wallet
901411,1043,13,2025-02-06,Completed,Kartu Debit
901412,1457,14,2025-04-20,Cancelled,Kartu Debit
901413,1223,10,2025-08-08,Completed,E-Wallet
901414,1409,24,2025-11-19,Completed,Kartu Kredit
901415,1475,14,2025-12-27,Completed,Kartu Kredit
901416,1423,10,2025-11-01,Completed,Tunai
901417,1308,11,2025-04-30,Completed,QRIS
901418,1049,19,2025-12-18,Completed,E-Wallet
901419,1013,16,2025-11-14,Completed,E-Wallet
901420,1342,12,2025-04-04,Completed,Kartu Debit
901421,1465,24,2025-06-27,Cancelled,Tunai
901422,1227,21,2025-04-08,Completed,Kartu Kredit
901423,1347,19,2025-04-21,Completed,QRIS
901424,1481,10,2025-04-20,Completed,QRIS
901425,1090,18,2025-07-03,Completed,E-Wallet
901426,1250,19,2025-10-23,Completed,QRIS
901427,1459,13,2025-09-03,Pending,Kartu Debit
901428,1158,19,2025-12-24,Completed,E-Wallet
901429,1194,22,2025-03-22,Completed,Kartu Debit
901430,1425,10,2025-02-07,Completed,E-Wallet
901431,1339,19,2025-12-26,Completed,E-Wallet
901432,1293,10,2025-11-26,Completed,QRIS
901433,1454,24,2025-03-01,Completed,Kartu Kredit
901434,1449,19,2025-10-12,Pending,Kartu Kredit
901435,1203,10,2025-04-29,Completed,Kartu Kredit
901436,1096,11,2025-05-11,Completed,Kartu Kredit
901437,1465,17,2025-02-28,Completed,Kartu Debit
901438,1491,12,2025-02-20,Cancelled,Tunai
901439,1251,21,2025-01-03,Cancelled,Kartu Debit
901440,1241,12,2025-12-27,Cancelled,QRIS
901441,1111,11,2025-10-08,Completed,Tunai
901442,1142,15,2025-06-09,Completed,QRIS
901443,1485,12,2025-01-31,Completed,QRIS
901444,1216,15,2025-10-23,Pending,E-Wallet
901445,1377,10,2025-03-07,Completed,E-Wallet
901446,1113,23,2025-03-09,Completed,Kartu Kredit
901447,1214,15,2025-01-25,Completed,Kartu Debit
901448,1300,11,2025-11-09,Pending,E-Wallet
901449,1046,16,2025-12-16,Cancelled,QRIS
901450,1432,21,2025-10-05,Completed,QRIS
901451,1214,23,2025-07-21,Completed,QRIS
901452,1399,22,2025-05-11,Completed,QRIS
901453,1310,16,2025-03-27,Completed,E-Wallet
901454,1496,12,2025-05-11,Completed,Kartu Kredit
901455,1165,14,2025-12-11,Completed,QRIS
901456,1371,14,2025-12-31,Completed,Tunai
901457,1342,10,2025-07-06,Pending,E-Wallet
901458,1124,11,2025-02-10,Cancelled,Kartu Debit
901459,1233,16,2025-10-28,Cancelled,Kartu Debit
901460,1477,21,2025-11-01,Pending,Kartu Kredit
901461,1065,11,2025-04-01,Completed,Kartu Debit
901462,1418,15,2025-04-05,Completed,Tunai
901463,1229,12,2025-02-27,Completed,QRIS
901464,1147,10,2025-12-08,Completed,Tunai
901465,1395,17,2025-04-26,Completed,QRIS
901466,1063,17,2025-09-29,Completed,E-Wallet
901467,1470,24,2025-10-13,Completed,Kartu Debit
901468,1464,18,2025-08-24,Completed,Kartu Debit
901469,1175,24,2025-03-17,Completed,Kartu Kredit
901470,1331,23,2025-01-24,Cancelled,Kartu Debit
901471,1266,20,2025-01-24,Completed,QRIS
901472,1096,15,2025-08-26,Cancelled,E-Wallet
901473,1117,19,2025-12-21,Completed,E-Wallet
901474,1180,21,2025-03-20,Pending,Kartu Kredit
901475,1324,23,2025-09-06,Completed,Kartu Debit
901476,1466,13,2025-03-17,Completed,E-Wallet
901477,1458,22,2025-04-24,Completed,E-Wallet
901478,1241,16,2025-02-16,Completed,Tunai
901479,1051,10,2025-09-09,Completed,E-Wallet
901480,1440,17,2025-12-08,Cancelled,Kartu Kredit
901481,1108,13,2025-12-20,Completed,E-Wallet
901482,1150,14,2025-03-20,Completed,Tunai
901483,1336,10,2025-07-19,Completed,Kartu Kredit
901484,1351,22,2025-09-09,Completed,QRIS
901485,1396,11,2025-12-01,Pending,Kartu Debit
901486,1339,10,2025-09-18,Completed,Kartu Kredit
901487,1161,21,2025-05-22,Completed,QRIS
901488,1369,14,2025-02-06,Completed,Tunai
901489,1109,19,2025-06-14,Completed,Tunai
901490,1037,19,2025-11-30,Completed,QRIS
901491,1293,13,2025-08-09,Pending,Kartu Kredit
901492,1119,11,2025-11-05,Completed,E-Wallet
901493,1216,15,2025-05-02,Cancelled,E-Wallet
901494,1297,20,2025-06-21,Completed,E-Wallet
901495,1301,11,2025-06-30,Completed,Kartu Debit
901496,1288,17,2025-07-22,Completed,Kartu Debit
901497,1178,16,2025-12-20,Completed,Kartu Debit
901498,1379,16,2025-05-20,Pending,Kartu Kredit
901499,1239,21,2025-01-05,Completed,Kartu Debit
901500,1041,23,2025-06-10,Pending,Kartu Debit
901501,1448,24,2025-05-30,Cancelled,E-Wallet
901502,1309,19,2025-05-06,Pending,E-Wallet
901503,1389,20,2025-12-03,Cancelled,Tunai
901504,1310,21,2025-09-02,Cancelled,E-Wallet
901505,1032,21,2025-03-30,Completed,Kartu Kredit
901506,1437,18,2025-06-28,Completed,Kartu Debit
901507,1435,14,2025-07-15,Completed,E-Wallet
901508,1271,21,2025-11-01,Completed,E-Wallet
901509,1041,24,2025-10-21,Pending,E-Wallet
901510,1153,13,2025-05-13,Cancelled,Kartu Debit
901511,1081,24,2025-12-10,Cancelled,E-Wallet
901512,1235,14,2025-04-04,Completed,Kartu Kredit
901513,1297,16,2025-09-16,Cancelled,Kartu Kredit
901514,1413,20,2025-02-15,Cancelled,Kartu Kredit
901515,1406,23,2025-07-07,Completed,E-Wallet
901516,1093,17,2025-06-22,Cancelled,E-Wallet
901517,1005,12,2025-01-09,Completed,Kartu Debit
901518,1063,20,2025-08-08,Completed,Kartu Debit
901519,1245,19,2025-11-09,Completed,Kartu Debit
901520,1029,11,2025-03-30,Completed,Tunai
901521,1410,19,2025-01-09,Completed,Kartu Kredit
901522,1417,24,2025-07-31,Completed,Tunai
901523,1308,24,2025-04-04,Completed,QRIS
901524,1447,24,2025-02-02,Completed,E-Wallet
901525,1131,24,2025-09-17,Cancelled,E-Wallet
901526,1040,22,2025-04-06,Completed,E-Wallet
901527,1235,18,2025-01-22,Completed,Kartu Debit
901528,1478,13,2025-11-03,Completed,Kartu Debit
901529,1356,15,2025-04-02,Pending,Kartu Debit
901530,1073,24,2025-09-10,Completed,Kartu Debit
901531,1149,12,2025-03-15,Completed,Kartu Kredit
901532,1331,16,2025-04-09,Completed,QRIS
901533,1086,10,2025-07-11,Pending,Kartu Kredit
901534,1082,24,2025-11-03,Cancelled,Kartu Debit
901535,1454,16,2025-06-28,Pending,QRIS
901536,1475,12,2025-03-19,Pending,Kartu Debit
901537,1489,24,2025-07-30,Completed,QRIS
901538,1120,16,2025-05-06,Completed,E-Wallet
901539,1264,10,2025-11-27,Cancelled,Tunai
901540,1294,18,2025-04-25,Cancelled,E-Wallet
901541,1436,12,2025-02-18,Completed,QRIS
901542,1223,18,2025-08-02,Pending,Kartu Kredit
901543,1385,12,2025-12-11,Completed,QRIS
901544,1327,16,2025-05-25,Completed,Kartu Debit
901545,1112,14,2025-12-04,Completed,QRIS
901546,1112,22,2025-02-27,Completed,Kartu Kredit
901547,1143,19,2025-12-20,Pending,QRIS
901548,1113,24,2025-08-10,Completed,Kartu Kredit
901549,1362,10,2025-02-01,Completed,Kartu Debit
901550,1447,11,2025-01-02,Completed,QRIS
901551,1284,21,2025-03-24,Completed,Tunai
901552,1204,18,2025-12-24,Completed,E-Wallet
901553,1198,20,2025-04-15,Completed,Kartu Kredit
901554,1223,18,2025-06-06,Completed,QRIS
901555,1406,12,2025-04-13,Completed,Tunai
901556,1179,24,2025-04-06,Completed,Tunai
901557,1481,22,2025-12-25,Completed,Kartu Kredit
901558,1276,18,2025-02-21,Cancelled,Kartu Debit
901559,1210,11,2025-08-24,Pending,QRIS
901560,1092,21,2025-12-12,Completed,E-Wallet
901561,1230,13,2025-06-07,Pending,Tunai
901562,1312,10,2025-08-16,Completed,Kartu Kredit
901563,1225,19,2025-11-13,Completed,Kartu Kredit
901564,1305,17,2025-06-07,Cancelled,Kartu Kredit
901565,1100,22,2025-11-08,Pending,Kartu Debit
901566,1430,17,2025-09-23,Cancelled,Kartu Debit
901567,1195,14,2025-10-27,Pending,QRIS
901568,1168,12,2025-03-02,Completed,E-Wallet
901569,1427,14,2025-07-03,Pending,QRIS
901570,1412,10,2025-06-18,Completed,Kartu Debit
901571,1469,10,2025-01-25,Completed,E-Wallet
901572,1390,20,2025-07-26,Completed,Tunai
901573,1151,16,2025-08-18,Pending,QRIS
901574,1455,21,2025-03-04,Completed,E-Wallet
901575,1489,16,2025-10-14,Completed,Kartu Debit
901576,1467,15,2025-11-09,Pending,Kartu Kredit
901577,1332,20,2025-05-31,Completed,QRIS
901578,1115,19,2025-08-12,Completed,E-Wallet
901579,1161,10,2025-09-08,Completed,E-Wallet
901580,1380,13,2025-07-21,Completed,E-Wallet
901581,1399,17,2025-05-02,Cancelled,E-Wallet
901582,1165,18,2025-06-16,Completed,E-Wallet
901583,1035,10,2025-06-22,Completed,Tunai
901584,1133,17,2025-08-21,Completed,Kartu Debit
901585,1427,22,2025-08-25,Completed,Kartu Debit
901586,1272,13,2025-08-04,Completed,QRIS
901587,1219,24,2025-01-20,Pending,Kartu Kredit
901588,1351,11,2025-06-10,Completed,QRIS
901589,1263,19,2025-02-24,Completed,Kartu Kredit
901590,1204,19,2025-02-03,Completed,E-Wallet
901591,1193,20,2025-08-09,Completed,Kartu Debit
901592,1405,10,2025-12-20,Completed,QRIS
901593,1246,13,2025-10-23,Completed,Tunai
901594,1044,18,2025-11-01,Completed,Tunai
901595,1153,19,2025-12-10,Pending,Kartu Kredit
901596,1432,19,2025-01-27,Completed,E-Wallet
901597,1375,18,2025-11-08,Cancelled,QRIS
901598,1232,24,2025-02-11,Completed,QRIS
901599,1407,24,2025-04-16,Completed,Kartu Kredit
901600,1327,10,2025-04-18,Pending,Tunai
901601,1252,23,2025-10-03,Completed,Kartu Debit
901602,1434,12,2025-02-23,Completed,Kartu Kredit
901603,1011,22,2025-08-26,Cancelled,QRIS
901604,1300,11,2025-01-06,Completed,Tunai
901605,1179,11,2025-05-05,Cancelled,Kartu Kredit
901606,1168,23,2025-10-01,Completed,Tunai
901607,1451,12,2025-06-03,Completed,Kartu Kredit
901608,1195,22,2025-07-25,Completed,Kartu Kredit
901609,1369,19,2025-07-25,Pending,E-Wallet
901610,1279,15,2025-08-09,Completed,Kartu Debit
901611,1291,12,2025-07-02,Completed,QRIS
901612,1490,20,2025-11-11,Completed,E-Wallet
901613,1267,11,2025-07-13,Completed,Kartu Debit
901614,1040,10,2025-02-23,Pending,Kartu Kredit
901615,1022,15,2025-03-05,Completed,E-Wallet
901616,1347,14,2025-08-21,Completed,Tunai
901617,1321,21,2025-01-02,Pending,E-Wallet
901618,1139,23,2025-06-13,Completed,QRIS
901619,1252,11,2025-08-21,Completed,E-Wallet
901620,1492,18,2025-03-03,Completed,Kartu Kredit
901621,1260,17,2025-04-16,Pending,Kartu Kredit
901622,1368,10,2025-11-06,Completed,Tunai
901623,1327,23,2025-08-03,Completed,E-Wallet
901624,1335,15,2025-08-19,Completed,E-Wallet
901625,1029,21,2025-12-20,Completed,Tunai
901626,1319,17,2025-11-12,Completed,QRIS
901627,1374,21,2025-10-13,Completed,E-Wallet
901628,1008,14,2025-12-22,Cancelled,E-Wallet
901629,1099,14,2025-07-15,Pending,Kartu Kredit
901630,1244,10,2025-03-18,Pending,Kartu Kredit
901631,1036,19,2025-07-04,Completed,Kartu Kredit
901632,1111,19,2025-08-25,Completed,E-Wallet
901633,1048,11,2025-04-15,Pending,Kartu Kredit
901634,1381,16,2025-02-27,Completed,QRIS
901635,1403,24,2025-03-09,Completed,Kartu Debit
901636,1467,19,2025-05-19,Completed,E-Wallet
901637,1422,17,2025-08-31,Completed,Kartu Kredit
901638,1369,18,2025-01-13,Cancelled,E-Wallet
901639,1055,19,2025-12-08,Completed,Kartu Debit
901640,1285,16,2025-09-21,Cancelled,Kartu Kredit
901641,1138,14,2025-08-22,Completed,QRIS
901642,1154,10,2025-01-26,Completed,Tunai
901643,1139,17,2025-01-21,Pending,E-Wallet
901644,1211,15,2025-05-21,Completed,E-Wallet
901645,1373,17,2025-12-18,Cancelled,E-Wallet
901646,1107,22,2025-04-22,Completed,QRIS
901647,1128,22,2025-05-30,Cancelled,Kartu Kredit
901648,1208,22,2025-01-02,Completed,Tunai
901649,1322,12,2025-05-01,Completed,Kartu Kredit
901650,1396,19,2025-08-24,Cancelled,Tunai
901651,1376,15,2025-06-03,Pending,QRIS
901652,1050,21,2025-05-06,Completed,QRIS
901653,1340,19,2025-10-12,Cancelled,Kartu Debit
901654,1134,22,2025-12-07,Completed,QRIS
901655,1295,19,2025-11-02,Completed,Kartu Debit
901656,1072,21,2025-10-04,Completed,Tunai
901657,1393,14,2025-01-01,Completed,Kartu Kredit
901658,1353,15,2025-03-11,Completed,E-Wallet
901659,1151,11,2025-03-23,Pending,QRIS
901660,1147,20,2025-07-23,Completed,QRIS
901661,1029,14,2025-08-07,Completed,QRIS
901662,1268,12,2025-08-23,Completed,QRIS
901663,1103,24,2025-03-07,Pending,Kartu Kredit
901664,1336,24,2025-05-16,Pending,Kartu Debit
901665,1385,15,2025-04-25,Cancelled,Kartu Debit
901666,1437,20,2025-06-03,Completed,QRIS
901667,1004,15,2025-09-13,Cancelled,E-Wallet
901668,1210,18,2025-03-28,Completed,Kartu Debit
901669,1235,20,2025-04-04,Completed,Kartu Kredit
901670,1361,22,2025-07-18,Completed,Kartu Kredit
901671,1453,16,2025-10-07,Completed,Tunai
901672,1107,15,2025-01-08,Completed,Kartu Kredit
901673,1290,17,2025-06-04,Completed,E-Wallet
901674,1372,16,2025-07-13,Pending,E-Wallet
901675,1327,16,2025-05-10,Pending,Kartu Debit
901676,1338,21,2025-05-22,Completed,QRIS
901677,1253,22,2025-04-11,Pending,Tunai
901678,1002,23,2025-12-09,Completed,E-Wallet
901679,1371,11,2025-09-28,Pending,Kartu Debit
901680,1190,14,2025-04-11,Cancelled,Kartu Debit
901681,1442,10,2025-03-02,Cancelled,Kartu Kredit
901682,1271,16,2025-01-03,Completed,Kartu Kredit
901683,1030,13,2025-03-25,Completed,E-Wallet
901684,1304,19,2025-11-06,Completed,QRIS
901685,1007,13,2025-06-02,Completed,QRIS
901686,1239,22,2025-11-30,Pending,Kartu Kredit
901687,1323,22,2025-07-18,Completed,Kartu Debit
901688,1322,11,2025-02-09,Completed,Kartu Kredit
901689,1347,23,2025-08-16,Pending,QRIS
901690,1263,11,2025-11-12,Completed,E-Wallet
901691,1197,14,2025-09-04,Completed,QRIS
901692,1345,21,2025-10-09,Completed,Kartu Debit
901693,1203,12,2025-03-25,Completed,Kartu Kredit
901694,1034,16,2025-11-14,Cancelled,QRIS
901695,1029,21,2025-03-01,Completed,Kartu Debit
901696,1187,10,2025-11-29,Pending,Kartu Debit
901697,1276,23,2025-04-24,Pending,E-Wallet
901698,1308,22,2025-02-08,Completed,Kartu Debit
901699,1369,15,2025-10-09,Completed,Kartu Debit
901700,1061,24,2025-05-22,Completed,Kartu Kredit
901701,1127,18,2025-06-22,Completed,QRIS
901702,1051,12,2025-04-30,Pending,Kartu Debit
901703,1079,14,2025-05-30,Completed,Kartu Debit
901704,1105,10,2025-09-14,Completed,QRIS
901705,1032,13,2025-02-20,Completed,Kartu Debit
901706,1167,21,2025-08-24,Cancelled,E-Wallet
901707,1265,23,2025-06-03,Completed,Kartu Kredit
901708,1362,13,2025-06-23,Completed,Tunai
901709,1209,24,2025-12-10,Cancelled,QRIS
901710,1399,13,2025-05-13,Completed,Kartu Debit
901711,1310,22,2025-03-16,Completed,E-Wallet
901712,1030,21,2025-08-31,Pending,Tunai
901713,1433,12,2025-09-02,Completed,Kartu Kredit
901714,1484,20,2025-03-17,Completed,QRIS
901715,1426,15,2025-11-30,Completed,Kartu Kredit
901716,1192,12,2025-02-23,Completed,Tunai
901717,1092,12,2025-01-16,Completed,Kartu Kredit
901718,1453,24,2025-01-10,Completed,QRIS
901719,1212,23,2025-08-23,Completed,Kartu Debit
901720,1222,13,2025-10-12,Completed,Tunai
901721,1081,24,2025-06-29,Pending,Tunai
901722,1294,11,2025-07-18,Completed,Kartu Debit
901723,1031,12,2025-08-09,Cancelled,Kartu Kredit
901724,1136,19,2025-11-17,Pending,Kartu Debit
901725,1440,18,2025-08-11,Completed,QRIS
901726,1290,23,2025-03-29,Pending,QRIS
901727,1122,19,2025-01-17,Completed,Kartu Debit
901728,1415,15,2025-11-30,Completed,Kartu Debit
901729,1116,15,2025-05-26,Completed,QRIS
901730,1146,21,2025-04-17,Pending,E-Wallet
901731,1084,19,2025-08-07,Completed,QRIS
901732,1400,15,2025-11-03,Completed,Kartu Debit
901733,1305,22,2025-05-18,Cancelled,QRIS
901734,1066,16,2025-05-21,Completed,Kartu Debit
901735,1053,24,2025-03-14,Cancelled,QRIS
901736,1139,10,2025-04-08,Completed,QRIS
901737,1170,15,2025-01-06,Completed,QRIS
901738,1026,18,2025-08-15,Completed,Tunai
901739,1257,18,2025-05-01,Cancelled,Kartu Debit
901740,1278,17,2025-09-10,Completed,Kartu Kredit
901741,1049,15,2025-11-13,Completed,E-Wallet
901742,1258,22,2025-07-03,Cancelled,Tunai
901743,1247,12,2025-12-04,Pending,E-Wallet
901744,1285,12,2025-03-30,Completed,Kartu Debit
901745,1181,21,2025-12-06,Cancelled,Kartu Kredit
901746,1302,22,2025-05-09,Completed,QRIS
901747,1126,24,2025-05-21,Completed,Kartu Debit
901748,1135,24,2025-06-25,Completed,Tunai
901749,1315,11,2025-01-26,Cancelled,QRIS
901750,1215,10,2025-09-28,Completed,Kartu Kredit
901751,1201,14,2025-04-22,Cancelled,Tunai
901752,1218,20,2025-03-17,Completed,QRIS
901753,1480,22,2025-11-13,Completed,Kartu Debit
901754,1103,21,2025-02-20,Completed,Kartu Debit
901755,1459,16,2025-09-25,Completed,Kartu Kredit
901756,1420,14,2025-08-08,Completed,Kartu Kredit
901757,1290,13,2025-03-30,Completed,E-Wallet
901758,1113,17,2025-06-07,Completed,Kartu Debit
901759,1138,15,2025-08-08,Completed,E-Wallet
901760,1071,16,2025-10-14,Pending,QRIS
901761,1491,10,2025-11-01,Completed,E-Wallet
901762,1409,10,2025-10-25,Completed,Kartu Kredit
901763,1109,17,2025-01-27,Completed,Kartu Kredit
901764,1494,23,2025-06-29,Completed,Kartu Debit
901765,1045,18,2025-07-10,Pending,Tunai
901766,1288,16,2025-01-11,Completed,E-Wallet
901767,1469,16,2025-10-31,Pending,E-Wallet
901768,1419,16,2025-08-30,Cancelled,QRIS
901769,1332,18,2025-08-09,Completed,E-Wallet
901770,1435,18,2025-09-04,Completed,QRIS
901771,1061,21,2025-08-22,Completed,Kartu Debit
901772,1296,24,2025-12-13,Completed,Kartu Kredit
901773,1042,20,2025-10-18,Pending,E-Wallet
901774,1473,10,2025-10-01,Completed,Kartu Debit
901775,1122,15,2025-06-04,Cancelled,Tunai
901776,1290,19,2025-08-03,Completed,QRIS
901777,1468,18,2025-05-23,Cancelled,E-Wallet
901778,1356,20,2025-02-08,Completed,Tunai
901779,1475,10,2025-07-17,Cancelled,Kartu Kredit
901780,1334,23,2025-05-10,Pending,E-Wallet
901781,1263,20,2025-10-04,Completed,Tunai
901782,1271,12,2025-11-04,Completed,Tunai
901783,1485,10,2025-12-05,Completed,Kartu Kredit
901784,1332,17,2025-11-20,Completed,QRIS
901785,1480,19,2025-12-17,Completed,Tunai
901786,1062,17,2025-01-30,Cancelled,E-Wallet
901787,1172,18,2025-12-15,Completed,QRIS
901788,1152,22,2025-12-05,Cancelled,E-Wallet
901789,1080,13,2025-08-23,Completed,E-Wallet
901790,1292,17,2025-07-27,Cancelled,QRIS
901791,1387,14,2025-05-05,Completed,Kartu Debit
901792,1358,22,2025-08-06,Completed,Tunai
901793,1405,15,2025-05-23,Cancelled,QRIS
901794,1061,15,2025-10-19,Completed,Kartu Kredit
901795,1102,12,2025-04-29,Completed,QRIS
901796,1419,17,2025-12-08,Completed,E-Wallet
901797,1199,12,2025-03-26,Completed,Tunai
901798,1486,19,2025-12-03,Completed,Tunai
901799,1191,24,2025-08-11,Completed,Kartu Debit
901800,1026,18,2025-05-09,Pending,E-Wallet
901801,1382,13,2025-11-03,Completed,E-Wallet
901802,1026,20,2025-12-04,Cancelled,Kartu Kredit
901803,1375,24,2025-10-16,Completed,E-Wallet
901804,1241,12,2025-01-17,Pending,Tunai
901805,1029,18,2025-04-04,Completed,Kartu Debit
901806,1410,11,2025-11-15,Completed,Tunai
901807,1187,13,2025-11-18,Completed,Kartu Kredit
901808,1004,14,2025-05-07,Completed,Kartu Kredit
901809,1162,23,2025-07-27,Completed,QRIS
901810,1329,12,2025-02-07,Completed,Kartu Debit
901811,1295,22,2025-12-06,Completed,QRIS
901812,1037,19,2025-04-12,Pending,Kartu Kredit
901813,1151,23,2025-06-08,Completed,Kartu Kredit
901814,1066,22,2025-04-26,Completed,QRIS
901815,1040,22,2025-11-08,Completed,Kartu Kredit
901816,1400,15,2025-02-15,Completed,E-Wallet
901817,1099,14,2025-01-19,Pending,QRIS
901818,1201,20,2025-07-07,Completed,Tunai
901819,1252,23,2025-08-31,Completed,QRIS
901820,1010,22,2025-05-08,Pending,Tunai
901821,1202,22,2025-03-24,Cancelled,QRIS
901822,1322,21,2025-01-11,Cancelled,Kartu Kredit
901823,1370,13,2025-06-25,Cancelled,Kartu Kredit
901824,1436,10,2025-09-15,Pending,QRIS
901825,1359,19,2025-02-17,Pending,Kartu Debit
901826,1194,11,2025-02-19,Completed,Tunai
901827,1305,20,2025-07-26,Completed,Kartu Debit
901828,1187,21,2025-05-23,Completed,Kartu Kredit
901829,1348,22,2025-03-12,Cancelled,E-Wallet
901830,1382,11,2025-11-13,Pending,Kartu Debit
901831,1209,12,2025-07-28,Completed,E-Wallet
901832,1197,11,2025-10-01,Completed,QRIS
901833,1199,18,2025-07-25,Completed,Kartu Debit
901834,1203,13,2025-08-11,Completed,Kartu Debit
901835,1329,11,2025-11-28,Cancelled,Kartu Kredit
901836,1061,12,2025-01-31,Cancelled,E-Wallet
901837,1312,14,2025-06-23,Completed,E-Wallet
901838,1022,10,2025-11-16,Cancelled,Tunai
901839,1303,12,2025-01-23,Completed,Kartu Debit
901840,1180,18,2025-04-19,Completed,Kartu Debit
901841,1254,10,2025-06-11,Cancelled,Kartu Kredit
901842,1443,20,2025-03-20,Completed,Kartu Kredit
901843,1033,15,2025-09-16,Completed,QRIS
901844,1035,17,2025-04-28,Cancelled,QRIS
901845,1039,13,2025-05-06,Pending,Kartu Debit
901846,1349,22,2025-06-13,Cancelled,Kartu Kredit
901847,1434,21,2025-07-27,Pending,E-Wallet
901848,1203,18,2025-01-04,Completed,Kartu Kredit
901849,1382,21,2025-09-02,Completed,QRIS
901850,1074,21,2025-12-28,Pending,Kartu Kredit
901851,1021,12,2025-10-15,Completed,Kartu Debit
901852,1441,19,2025-12-01,Completed,Kartu Debit
901853,1370,18,2025-06-23,Cancelled,E-Wallet
901854,1012,19,2025-02-18,Completed,QRIS
901855,1390,22,2025-03-31,Pending,Kartu Debit
901856,1005,22,2025-12-11,Completed,Kartu Debit
